service_request_id|status|service_name|service_code|description|agency_responsible|requested_datetime|updated_datetime|expected_datetime|address|zipcode|latitude|longitude|requested_date|updated_date|last_table_update
SR21103032|NEW|"""Litter, private property"""|"""LITR-PRV"""|"""Transfer: 12/06/2021 12:44 PM/SGOODWINREFER TO LITTER - Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-06|2021-12-06|2022-01-20|"""2630 KIPLING AV, CINC - GJ0910741898"""|45239.0|39.201200978848|-84.5784068428614|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103320|NEW|"""Rats, problem/infestation"""|"""RATS"""|"""RATS IN THE BLD"""|Cinc Health Dept|2021-12-06|2021-12-06|2022-06-04|"""5622 GARDENHILL LN - GJ1487840980 """|45232.0|39.1915273812786|-84.5119339049762|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103044|NEW|"""Mold, building or apartment"""|"""MOLD"""|"""BASEMENT """|Cinc Health Dept|2021-12-06|2021-12-06|2022-06-04|"""1948 E SEYMOUR AV - GJ1940140555 """|45237.0|39.1865656603229|-84.4597404533927|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103345|NEW|"""Building, residential"""|"""BLD-RES"""|"""No heat, furnace is broken, property owner has told resident that they would replace the furnance for the last 2 yrs, there are childern with-in the home. Thermostat reads at a steady 60 degree with the space heaters running. Rats are coming in the kitchen and bathroom. They have chewed holes in the kitchen sink, and bathroom cabinet. Pipes in the home from the up stairs bathroom busted back in the begining of Oct 2021,  landlord shut off the water and plumbing to that bathroom and has not returned to fix that issue. There is water damage and possible mold. """|Cinc Building Dept|2021-12-06|2021-12-06|2022-12-06|"""1598 GLEN PARKER AV - GJ1244538628 """|45223.0|39.1709498501396|-84.5408190235461|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103290|NEW|"""Building, vacant and open res """|"""BLD_VACR"""|"""Reissue of B202005081 repair fire damage to Apt 1 as Keep vacant to new owner """|Cinc Building Dept|2021-12-06|2021-12-06|2022-02-16|"""3777 W LIBERTY ST - GJ0958632519 """|45205.0|39.1166405758483|-84.575773940213|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103118|NEW|"""Mold, building or apartment"""|"""MOLD"""|"""MOLD IN BEDROOM/ JOE LEYTZE IS THE LANDLORD TELE# 490-3705"""|Cinc Health Dept|2021-12-06|2021-12-06|2022-06-04|"""2604 PRICE AV - GJ1123431472 """|45204.0|39.1068154971234|-84.5570554200425|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103051|NEW|"""Litter, private property"""|"""LITR-PRV"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-06|2021-12-06|2022-01-20|"""2500 FERGUSON RD, CINC - GJ0743734248"""|45238.0|39.1327250303003|-84.6000794760617|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103233|OPEN|"""Plumbing, defective"""|"""PLMB_DEF"""|"""defective plumbing"""|Cinc Health Dept|2021-12-06|2021-12-06|2022-06-04|"""7070 GLEN MEADOW LN - GJ1873040852 """|45237.0|39.1894101287176|-84.4674072101431|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103226|NEW|"""Plumbing, defective"""|"""PLMB_DEF"""|"""BATHOOM """|Cinc Health Dept|2021-12-06|2021-12-06|2022-06-04|"""6092 BELMONT AV - GJ1047441896 """|45224.0|39.2008458649686|-84.562600936478|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103094|OPEN|"""Service complaint, str clean"""|"""SRVCMPSC"""|"""CITIZEN REQUESTING A CALL BACK REGARDING STREET SWEEPING. STATED STREET SWEEPING WAS SCHEDULED FOR 12/2 AND THE STREET WAS NOT CLEANED. WOULD LIKE TO KNOW WHEN STREET WILL BE CLEANED. """|Public Services|2021-12-06|2021-12-06|2022-01-05|"""5341 INDIAN MOUND AV - GJ2121238949 """|45212.0|39.1716504497264|-84.4393235760318|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103336|NEW|"""Building, residential"""|"""BLD-RES"""|"""Citizen states she has contacted the property owner about concerns, with no responce. Her stove/oven is not working with the door falling off the appliance. No filter in the furnace. Multiple electric outlets not working and burnt looking. There are several rooms where the lighting does not work, kitchen/dining, bedroom, and laundry. Last, all but one window will not open they are sealed shut."""|Cinc Building Dept|2021-12-06|2021-12-06|2022-12-06|"""1650 HAMER ST - GJ1478732441 """|45202.0|39.1146746294272|-84.5156932686811|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103061|OPEN|"""Service complaint, trash"""|"""SVCCMPLT"""|"""PROPERTY OWNER WOULD LIKE A SUPERISOR CALL BACK - HE SAID ITEMS WERE SCHEDULED AND WERE NOT PICKED UP, STILL AT THE CURB """|Public Services|2021-12-06|2021-12-06|2022-01-05|"""3209 W 8TH ST - GJ1063531325 """|45205.0|39.1056342719605|-84.5640213528186|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103054|NEW|"""Mold, building or apartment"""|"""MOLD"""|"""BATHRM WALLS DUE TO LEAK FOR 2ND FL BATHRM"""|Cinc Health Dept|2021-12-06|2021-12-06|2022-06-04|"""843 DELEHANTY CT - GJ0782331779 """|45238.0|39.1104035202877|-84.5963707751785|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103283|OPEN|"""Sidewalk, repair haz"""|"""SIDWLKH"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-12-06|2021-12-06|2022-06-04|"""907 MAIN ST, CINC - GJ1520231500"""|45202.0|39.1061018969434|-84.5111895392111|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103275|NEW|"""Building, vacant and open res """|"""BLD_VACR"""|"""Issue orders to new owner to update."""|Cinc Building Dept|2021-12-06|2021-12-06|2022-02-16|"""2645 KIPLING AV - GJ0906941830 """|45239.0|39.2005966123886|-84.5788760587858|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103185|NEW|"""Roaches - bldg or apartment"""|"""ROACHES"""|"""UNIT 2 IS VACANT AND SOURCE OF THE INFESTATION """|Cinc Health Dept|2021-12-06|2021-12-06|2022-06-04|"""87 SHEEHAN AV - GJ1843143715 """|45216.0|39.2152591188595|-84.469942371497|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103279|NEW|"""Building, residential"""|"""BLD-RES"""|"""Reissue to update conditions."""|Cinc Building Dept|2021-12-06|2021-12-06|2022-12-06|"""5660 GLENVIEW AV - GJ1111141221 """|45224.0|39.1946151953148|-84.555436901035|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103099|NEW|"""Building, residential"""|"""BLD-RES"""|"""Bedroom ceiling is leaking making the floor wet. Holes allowing field mice in."""|Cinc Building Dept|2021-12-06|2021-12-06|2022-12-06|"""2850 HARRISON AV - GJ0798935544 """|45211.0|39.1442562359334|-84.5932961092866|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103372|NEW|"""Litter, private property"""|"""LITR-PRV"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-06|2021-12-06|2022-01-20|"""2334 ROHS ST, CINC - GJ1427533700"""|45219.0|39.1261408747906|-84.5211979611466|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103151|CLOS|"""Street, repaved\resurfaced"""|"""STRRPR"""|"""Transfer: 12/06/2021 12:47 PM/SGOODWINREFER TO DOTE - READ NOTES  - Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-12-06|2021-12-06|2022-01-05|"""3231 DARWIN PL, CINC - GJ0669936380  PRIVATE STREET"""|45211.0|39.1523330251632|-84.6080196800474|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103129|CLOS|"""Sign, grnd mnted new/chang/rem"""|"""NW/MSSNG"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-12-06|2021-12-06|2022-03-06|"""6109 MORROW ST, CINC - GJ2577930025"""|45230.0|39.0901569045773|-84.3894749989937|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103215|NEW|"""Dumping, prv prop <2500 sq ft"""|"""DUMP-PVS"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-06|2021-12-06|2022-01-20|"""2823 HIGHLAND AV, CINC - GJ1582034394"""|45219.0|39.1320049428082|-84.5031255317308|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103358|NEW|"""Sign, grnd mnted new/chang/rem"""|"""NW/MSSNG"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-12-06|2021-12-06|2022-03-06|"""885 ZAN CT, CINC - GJ2261933960"""|45226.0|39.1263886999074|-84.4246736407956|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103225|NEW|"""Mold, building or apartment"""|"""MOLD"""|"""BATHOOM """|Cinc Health Dept|2021-12-06|2021-12-06|2022-06-04|"""6092 BELMONT AV - GJ1047441896 """|45224.0|39.2008458649686|-84.562600936478|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103033|NEW|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-12-06|2021-12-06|2022-12-06|"""3802 LLEWELLYN AV, CINC - GJ1177636947"""|45223.0|39.1559793879299|-84.5490794726136|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103357|NEW|"""Sign, grnd mnted new/chang/rem"""|"""NW/MSSNG"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-12-06|2021-12-06|2022-03-06|"""884 ZAN CT, CINC - GJ2264933938"""|45226.0|39.1261883811497|-84.4243332048369|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103245|NEW|"""Building, vacant and open Com"""|"""BLD_VACC"""|"""Issue existing orders to new owner"""|Cinc Building Dept|2021-12-06|2021-12-06|2022-02-16|"""2503 SPRING GROVE AV - GJ1289733877 """|45214.0|39.1280681355957|-84.53708161101|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103065|CLOS|"""Mice, building has mice"""|"""MICE-BLD"""|"""INFESTED, """|Cinc Health Dept|2021-12-06|2021-12-06|2022-06-04|"""2630 STANTON AV - GJ1681034060 """|45206.0|39.12874798697|-84.4917988682411|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103219|NEW|"""Building, vacant and open res """|"""BLD_VACR"""|"""Issue existing orders to new owner"""|Cinc Building Dept|2021-12-06|2021-12-06|2022-02-16|"""2607 COOK ST - GJ1302033993 """|45214.0|39.1290850692599|-84.5356301230064|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103144|NEW|"""Light, new/change"""|"""LGHT,NWS"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-12-06|2021-12-06|2022-03-06|"""3434 DARWIN PL, CINC - """|45211.0|39.1523807780439|-84.6079611480025|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103176|NEW|"""Animal, waste problem"""|"""DOG_WSTE"""|"""CITIZEN STATES THAT THE NEIGHBOR HAS 10 DOGS AND THERE IS A HORRIBLE SMELL """|Cinc Health Dept|2021-12-06|2021-12-06|2022-06-04|"""1854 HURON AV - GJ1869235258 """|45207.0|39.1390569627817|-84.4696587308174|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103321|NEW|"""Parking, grass front yd res"""|"""PRKNGYRD"""|"""Reissue of B202002147"""|Cinc Building Dept|2021-12-06|2021-12-06|2022-06-04|"""3770 W LIBERTY ST - GJ0961732561 """|45205.0|39.1170097226414|-84.5754040818903|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103080|OPEN|"""Sidewalk, repair haz"""|"""SIDWLKH"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-12-06|2021-12-06|2022-06-04|"""2137 BEECHMONT AV, CINC - GJ2594330437"""|45230.0|39.0938207904811|-84.3874306986909|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103039|NEW|"""Litter, private property"""|"""LITR-PRV"""|"""construction debre in the yard all over the place"""|Public Services|2021-12-06|2021-12-06|2022-01-20|"""224 KINSEY AV - GJ1577833666 """|45219.0|39.1254562336951|-84.5038451379547|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103217|NEW|"""Dumping, prv prop <2500 sq ft"""|"""DUMP-PVS"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-06|2021-12-06|2022-01-20|"""2657 HIGHLAND AV, CINC - GJ1581334232"""|45219.0|39.1305499247929|-84.5032533361387|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103341|NEW|"""Litter, private property"""|"""LITR-PRV"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-06|2021-12-06|2022-01-20|"""5020 WINTON RIDGE LN, CINC - GJ1456140023"""|45232.0|39.1829945589447|-84.5158887929615|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103154|NEW|"""Building, residential"""|"""BLD-RES"""|"""All rooms are cracking. Air is coming through the walls"""|Cinc Building Dept|2021-12-06|2021-12-06|2022-12-06|"""2692 LAFEUILLE CIR - GJ0845834360 """|45211.0|39.1334882017506|-84.5882396663355|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103256|NEW|"""Building, vacant and open res """|"""BLD_VACR"""|"""Issue existing orders to receiver, Prodigy Properties"""|Cinc Building Dept|2021-12-06|2021-12-06|2022-02-16|"""1150 GROESBECK RD - GJ1264241222 """|45224.0|39.1942519330245|-84.5377301337895|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103196|NEW|"""Pavement markings, faded"""|"""PAVMK"""|"""Transfer: 12/06/2021 12:50 PM/SGOODWINREFER TO DPS- READ NOTES  - Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-06|2021-12-06|2022-01-05|"""235 W MITCHELL AV, CINC - GJ1501637933"""|45232.0|39.1640698302654|-84.511289018285|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103371|NEW|"""Litter, private property"""|"""LITR-PRV"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-06|2021-12-06|2022-01-20|"""2232 STRATFORD AV, CINC - GJ1413033468"""|45219.0|39.1240918451261|-84.5229442807286|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103210|NEW|"""Building, residential"""|"""BLD-RES"""|"""Issue existing orders to new owner"""|Cinc Building Dept|2021-12-06|2021-12-06|2022-12-06|"""2904 COLERAIN AV - GJ1294134644 """|45225.0|39.1349581665513|-84.5363326360783|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103220|NEW|"""Dumping, prv prop <2500 sq ft"""|"""DUMP-PVS"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-06|2021-12-06|2022-01-20|"""235 GREENDALE AV, CINC - GJ1464936460"""|45220.0|39.150896354989|-84.5159947162844|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103049|NEW|"""Mold, building or apartment"""|"""MOLD"""|"""BASEMENT """|Cinc Health Dept|2021-12-06|2021-12-06|2022-06-04|"""4909 CLEVES WARSAW PIKE - GJ0745032633 """|45238.0|39.1181737220683|-84.6004311646143|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103344|NEW|"""Building, residential"""|"""BLD-RES"""|"""No heat"""|Cinc Building Dept|2021-12-06|2021-12-06|2022-12-06|"""2986 HIGHFOREST LN - GJ1063839452 """|45223.0|39.1788101010215|-84.5614636411068|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103304|NEW|"""Building, vacant and open res """|"""BLD_VACR"""|"""reissue of 202100469 to sole owner"""|Cinc Building Dept|2021-12-06|2021-12-06|2022-02-16|"""22 GLEN ESTE PL - GJ1560736934 """|45217.0|39.1549190507741|-84.5047873276047|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103293|NEW|"""Building, residential"""|"""BLD-RES"""|"""Reissue of B202005419 to new owner"""|Cinc Building Dept|2021-12-06|2021-12-06|2022-12-06|"""3777 W LIBERTY ST - GJ0958632519 """|45205.0|39.1166405758483|-84.575773940213|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103010|NEW|"""Parking, grass front yd res"""|"""PRKNGYRD"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-12-06|2021-12-06|2022-06-04|"""1030 ACADEMY AV, CINC - GJ0937631874"""|45205.0|39.1108919503927|-84.5784032876785|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103203|NEW|"""Vehicle, abandon priv p access"""|"""ABAN-VPR"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Health Dept|2021-12-06|2021-12-06|2022-01-25|"""828 SUIRE AV, CINC - """|45205.0|39.1078901089878|-84.581924232705|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103120|NEW|"""Mice, building has mice"""|"""MICE-BLD"""|"""MICE"""|Cinc Health Dept|2021-12-06|2021-12-06|2022-06-04|"""2850 HARRISON AV - GJ0798935544 """|45211.0|39.1442562359334|-84.5932961092866|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21103136|OPEN|"""Mold, building or apartment"""|"""MOLD"""|"""PER VM - BATHRM CEILING """|Cinc Health Dept|2021-12-06|2021-12-06|2022-06-04|"""849 YORK ST - GJ1365032680 """|45214.0|39.117105254858|-84.528750701389|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21102960|NEW|"""Litter, private property"""|"""LITR-PRV"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-05|2021-12-05|2022-01-19|"""2035 READING RD, CINC - GJ1605232950"""|45202.0|39.118151650754|-84.5003089544051|12/05/2021 12:00:00 AM|12/05/2021 12:00:00 AM|12/05/2021 12:00:00 AM
SR21102951|NEW|"""Parking, grass front yd res"""|"""PRKNGYRD"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-12-05|2021-12-05|2022-06-03|"""4694 RAPID RUN RD, CINC - GJ0794431945"""|45238.0|39.1118715559775|-84.5949233470842|12/05/2021 12:00:00 AM|12/05/2021 12:00:00 AM|12/05/2021 12:00:00 AM
SR21102914|NEW|"""Litter, private property"""|"""LITR-PRV"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-05|2021-12-05|2022-01-19|"""5025 RELLEUM AV, CINC - GJ0702132747"""|45238.0|39.1193094664659|-84.6053445652407|12/05/2021 12:00:00 AM|12/05/2021 12:00:00 AM|12/05/2021 12:00:00 AM
SR21102970|OPEN|"""Sidewalk, repair haz"""|"""SIDWLKH"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-12-05|2021-12-06|2022-06-03|"""DIXMYTH AV & WHITFIELD AV"""|45220.0|39.1399764643777|-84.52390210107|12/05/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21102937|CLOS|"""Litter, private property"""|"""LITR-PRV"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-05|2021-12-06|2022-01-19|"""1735 WESTWOOD AV, CINC - GJ1135333490"""|45214.0|39.1249578860943|-84.5550510104033|12/05/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21102923|NEW|"""Litter, private property"""|"""LITR-PRV"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-05|2021-12-05|2022-01-19|"""1919 WASHBURN ST, CINC - GJ1163238123"""|45223.0|39.1666040094875|-84.5503805972234|12/05/2021 12:00:00 AM|12/05/2021 12:00:00 AM|12/05/2021 12:00:00 AM
